Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
species	Memnoniella	0.999	0.8243	400	Memnoniella	0.999	0.8243	400	30	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Fomitiporella	0.961	0.9051	400	Fomitiporella	0.961	0.9051	400	67	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Porina	0.96	0.9698	400	Porina	0.96	0.9698	400	42	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Codinaea	0.991	0.8604	400	Codinaea	0.991	0.8604	400	37	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Hermatomyces	0.992	0.9028	400	Hermatomyces	0.992	0.9028	400	49	17	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Thyrostroma	0.997	0.9305	400	Thyrostroma	0.997	0.9305	400	31	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Syncephalis	0.92	0.8162	400	All	0.991	0.8232	400	47	20	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Distoseptispora	0.982	0.8583	400	Distoseptispora	0.982	0.8583	400	92	51	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Sporidesmium	0.954	0.9414	400	Sporidesmium	0.954	0.9414	400	33	21	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Ambrosiozyma	0.964	0.8839	400	Ambrosiozyma	0.964	0.8839	400	31	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Parasarocladium	0.992	0.8401	400	Parasarocladium	0.992	0.8401	400	41	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Muyocopron	0.951	0.9537	400	Muyocopron	0.951	0.9537	400	68	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lepra	0.928	0.7615	400	All	0.991	0.8232	400	36	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Arachnopeziza	0.989	0.924	400	Arachnopeziza	0.989	0.924	400	45	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Nagrajchalara	0.988	0.894	400	Nagrajchalara	0.988	0.894	400	70	42	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	All	0.991	0.8232	400	All	0.991	0.8232	400	16704	8084	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
genus	Russulaceae	0.88	0.459	400	All	0.956	0.5727	400	3302	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Pyronemataceae	0.962	0.5816	400	Pyronemataceae	0.962	0.5816	400	9466	62	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Atheliaceae	0.978	0.6085	400	Atheliaceae	0.978	0.6085	400	3586	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Cortinariaceae	0.968	0.5068	400	All	0.956	0.5727	400	3821	17	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Hydnaceae	0.956	0.4859	400	All	0.956	0.5727	400	4099	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Hymenogastraceae	0.988	0.4381	400	All	0.956	0.5727	400	6077	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Mollisiaceae	0.924	0.5939	400	Mollisiaceae	0.924	0.5939	400	1855	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Ploettnerulaceae	0.983	0.7452	400	Ploettnerulaceae	0.983	0.7452	400	1341	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Tricholomataceae	0.915	0.77	400	Tricholomataceae	0.915	0.77	400	2086	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Stachybotryaceae	0.986	0.6089	400	Stachybotryaceae	0.986	0.6089	400	2341	35	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Hymenochaetaceae	0.948	0.5381	400	All	0.956	0.5727	400	5097	45	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Hyaloscyphaceae	0.958	0.8131	400	Hyaloscyphaceae	0.958	0.8131	400	3150	32	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Lachnaceae	0.961	0.761	400	Lachnaceae	0.961	0.761	400	1249	19	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Cenangiaceae	0.948	0.7883	400	Cenangiaceae	0.948	0.7883	400	183	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Cordieritidaceae	0.936	0.7757	400	Cordieritidaceae	0.936	0.7757	400	99	14	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Pezizaceae	0.939	0.6148	400	Pezizaceae	0.939	0.6148	400	5611	52	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Pezizellaceae	0.967	0.5283	400	All	0.956	0.5727	400	1929	22	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Helotiaceae	0.936	0.6626	400	Helotiaceae	0.936	0.6626	400	2602	30	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Parmeliaceae	0.972	0.6523	400	Parmeliaceae	0.972	0.6523	400	7715	96	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Ramalinaceae	0.95	0.6293	400	Ramalinaceae	0.95	0.6293	400	1956	38	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Peltigeraceae	0.925	0.8005	400	Peltigeraceae	0.925	0.8005	400	3237	17	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Boletaceae	0.979	0.4264	400	All	0.956	0.5727	400	7005	94	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Hygrophoraceae	0.949	0.3763	400	All	0.956	0.5727	400	5209	28	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Clavariaceae	0.882	0.5986	400	Clavariaceae	0.882	0.5986	400	3557	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Entolomataceae	0.909	0.5115	400	All	0.956	0.5727	400	2502	16	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Lyophyllaceae	0.968	0.647	400	Lyophyllaceae	0.968	0.647	400	2798	23	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Albatrellaceae	0.948	0.6994	400	Albatrellaceae	0.948	0.6994	400	307	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Gomphaceae	0.871	0.5093	400	All	0.956	0.5727	400	1945	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Hydnodontaceae	0.973	0.5019	400	All	0.956	0.5727	400	2565	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Bolbitiaceae	0.959	0.4761	400	All	0.956	0.5727	400	1832	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Dacrymycetaceae	0.924	0.5241	400	All	0.956	0.5727	400	383	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Agaricaceae	0.981	0.3402	400	All	0.956	0.5727	400	6609	44	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Strophariaceae	0.979	0.5521	400	All	0.956	0.5727	400	2648	14	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Mycenaceae	0.949	0.5891	400	Mycenaceae	0.949	0.5891	400	2333	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Irpicaceae	0.939	0.7019	400	Irpicaceae	0.939	0.7019	400	1860	17	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Pannariaceae	0.94	0.7373	400	Pannariaceae	0.94	0.7373	400	664	27	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Cordycipitaceae	0.998	0.4244	400	All	0.956	0.5727	400	5328	28	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Nectriaceae	0.978	0.6656	400	Nectriaceae	0.978	0.6656	400	10970	79	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Aspergillaceae	0.953	0.6116	400	Aspergillaceae	0.953	0.6116	400	2711	27	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Dermateaceae	0.966	0.818	400	Dermateaceae	0.966	0.818	400	2208	21	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Hypocreaceae	0.959	0.6721	400	Hypocreaceae	0.959	0.6721	400	2699	22	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Plectosphaerellaceae	0.989	0.7747	400	Plectosphaerellaceae	0.989	0.7747	400	3136	27	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Bionectriaceae	0.968	0.675	400	Bionectriaceae	0.968	0.675	400	4198	53	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Herpotrichiellaceae	0.95	0.5199	400	All	0.956	0.5727	400	4493	21	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Chaetosphaeriaceae	0.955	0.6571	400	Chaetosphaeriaceae	0.955	0.6571	400	2776	70	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Diaporthaceae	0.977	0.5995	400	Diaporthaceae	0.977	0.5995	400	2066	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Debaryomycetaceae	0.975	0.7325	400	Debaryomycetaceae	0.975	0.7325	400	3756	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Fomitopsidaceae	0.987	0.5544	400	All	0.956	0.5727	400	1916	28	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Trichosporonaceae	0.959	0.7865	400	Trichosporonaceae	0.959	0.7865	400	2859	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Polyporaceae	0.966	0.5808	400	Polyporaceae	0.966	0.5808	400	6886	92	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Saccharomycetaceae	0.976	0.8041	400	Saccharomycetaceae	0.976	0.8041	400	4610	21	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Phanerochaetaceae	0.983	0.6414	400	Phanerochaetaceae	0.983	0.6414	400	2761	22	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Pleosporaceae	0.97	0.6528	400	Pleosporaceae	0.97	0.6528	400	6925	28	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Arthrodermataceae	0.996	0.5516	400	All	0.956	0.5727	400	3402	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Botryosphaeriaceae	0.987	0.8478	400	Botryosphaeriaceae	0.987	0.8478	400	7310	29	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Cryphonectriaceae	0.964	0.8682	400	Cryphonectriaceae	0.964	0.8682	400	509	27	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Hypoxylaceae	0.971	0.5132	400	All	0.956	0.5727	400	3098	16	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Mycosphaerellaceae	0.979	0.633	400	Mycosphaerellaceae	0.979	0.633	400	6716	132	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Omphalotaceae	0.979	0.5991	400	Omphalotaceae	0.979	0.5991	400	3638	16	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Discinellaceae	0.935	0.7296	400	Discinellaceae	0.935	0.7296	400	1686	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Chaetomiaceae	0.99	0.6394	400	Chaetomiaceae	0.99	0.6394	400	5290	52	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Meruliaceae	0.967	0.5922	400	Meruliaceae	0.967	0.5922	400	1917	21	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Auriculariaceae	0.953	0.8465	400	Auriculariaceae	0.953	0.8465	400	1492	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Mortierellaceae	0.96	0.5196	400	All	0.956	0.5727	400	2111	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Ophiocordycipitaceae	0.972	0.6821	400	Ophiocordycipitaceae	0.972	0.6821	400	3482	15	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Teratosphaeriaceae	0.951	0.7426	400	Teratosphaeriaceae	0.951	0.7426	400	2814	66	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Didymellaceae	0.999	0.3394	400	All	0.956	0.5727	400	6811	44	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Diatrypaceae	0.952	0.6152	400	Diatrypaceae	0.952	0.6152	400	2038	19	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Xylariaceae	0.965	0.5291	400	All	0.956	0.5727	400	3785	58	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Trichocomaceae	0.937	0.8998	400	Trichocomaceae	0.937	0.8998	400	1840	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Erysiphaceae	0.965	0.7692	400	Erysiphaceae	0.965	0.7692	400	4366	27	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Teloschistaceae	0.942	0.6802	400	Teloschistaceae	0.942	0.6802	400	3551	95	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Psathyrellaceae	0.962	0.5126	400	All	0.956	0.5727	400	3984	18	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Anthracoideaceae	0.898	0.8102	400	Anthracoideaceae	0.898	0.8102	400	89	16	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Sclerotiniaceae	0.994	0.741	400	Sclerotiniaceae	0.994	0.741	400	3452	38	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Clavicipitaceae	0.994	0.5741	400	Clavicipitaceae	0.994	0.5741	400	3640	43	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Rhytismataceae	0.922	0.699	400	Rhytismataceae	0.922	0.699	400	1447	25	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Sporocadaceae	0.986	0.7037	400	Sporocadaceae	0.986	0.7037	400	3797	36	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Cladoniaceae	0.935	0.9575	400	Cladoniaceae	0.935	0.9575	400	2087	15	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Stereaceae	0.954	0.8105	400	Stereaceae	0.954	0.8105	400	1333	17	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Pichiaceae	0.881	0.8249	400	Pichiaceae	0.881	0.8249	400	1825	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Neocallimastigaceae	0.951	0.8178	400	Neocallimastigaceae	0.951	0.8178	400	472	19	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Physciaceae	0.957	0.7168	400	Physciaceae	0.957	0.7168	400	1399	18	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Peniophoraceae	0.946	0.711	400	Peniophoraceae	0.946	0.711	400	1743	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Ceratocystidaceae	0.973	0.6752	400	Ceratocystidaceae	0.973	0.6752	400	1492	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Ophiostomataceae	0.955	0.7147	400	Ophiostomataceae	0.955	0.7147	400	2731	17	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Tympanidaceae	0.96	0.6611	400	Tympanidaceae	0.96	0.6611	400	426	14	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Physalacriaceae	0.96	0.8125	400	Physalacriaceae	0.96	0.8125	400	2664	27	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Orbiliaceae	0.95	0.4717	400	All	0.956	0.5727	400	2509	21	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Melanommataceae	0.978	0.794	400	Melanommataceae	0.978	0.794	400	1279	26	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Cyphellaceae	0.928	0.9298	400	Cyphellaceae	0.928	0.9298	400	229	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Didymosphaeriaceae	0.991	0.5952	400	Didymosphaeriaceae	0.991	0.5952	400	3418	33	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Cucurbitariaceae	0.798	0.6562	400	Cucurbitariaceae	0.798	0.6562	400	998	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Phaeosphaeriaceae	0.974	0.5743	400	Phaeosphaeriaceae	0.974	0.5743	400	4635	82	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Steccherinaceae	0.988	0.6146	400	Steccherinaceae	0.988	0.6146	400	1163	23	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Sporormiaceae	0.946	0.6398	400	Sporormiaceae	0.946	0.6398	400	1739	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Onygenaceae	0.922	0.5994	400	Onygenaceae	0.922	0.5994	400	1659	33	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Leptosphaeriaceae	0.953	0.5684	400	All	0.956	0.5727	400	1244	17	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Dothideaceae	0.976	0.8373	400	Dothideaceae	0.976	0.8373	400	673	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Gnomoniaceae	0.971	0.6365	400	Gnomoniaceae	0.971	0.6365	400	1303	29	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Mucoraceae	0.918	0.6761	400	Mucoraceae	0.918	0.6761	400	1365	19	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Acarosporaceae	0.948	0.6259	400	Acarosporaceae	0.948	0.6259	400	976	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Capnodiaceae	0.987	0.5952	400	Capnodiaceae	0.987	0.5952	400	337	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Lecanoraceae	0.943	0.5335	400	All	0.956	0.5727	400	2157	22	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Marasmiaceae	0.924	0.5297	400	All	0.956	0.5727	400	1720	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Sympoventuriaceae	0.922	0.4737	400	All	0.956	0.5727	400	1304	21	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Caliciaceae	0.935	0.5102	400	All	0.956	0.5727	400	790	25	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Microascaceae	0.956	0.6938	400	Microascaceae	0.956	0.6938	400	3590	25	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Ustilaginaceae	0.967	0.5894	400	Ustilaginaceae	0.967	0.5894	400	1559	17	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Celotheliaceae	0.957	0.73	400	Celotheliaceae	0.957	0.73	400	452	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Ajellomycetaceae	0.98	0.9112	400	Ajellomycetaceae	0.98	0.9112	400	680	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Massarinaceae	0.974	0.5895	400	Massarinaceae	0.974	0.5895	400	755	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Lentitheciaceae	0.96	0.8588	400	Lentitheciaceae	0.96	0.8588	400	866	14	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Dictyosporiaceae	0.941	0.8323	400	Dictyosporiaceae	0.941	0.8323	400	357	15	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Gymnoascaceae	0.953	0.6721	400	Gymnoascaceae	0.953	0.6721	400	399	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Lecideaceae	0.926	0.7712	400	Lecideaceae	0.926	0.7712	400	811	16	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Glomeraceae	0.972	0.4766	400	All	0.956	0.5727	400	3672	18	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Magnaporthaceae	0.959	0.9117	400	Magnaporthaceae	0.959	0.9117	400	1024	21	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Lophiostomataceae	0.923	0.6476	400	Lophiostomataceae	0.923	0.6476	400	951	23	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Corticiaceae	0.933	0.8335	400	Corticiaceae	0.933	0.8335	400	850	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Stictidaceae	0.916	0.6468	400	Stictidaceae	0.916	0.6468	400	344	21	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Schizoporaceae	0.944	0.5777	400	Schizoporaceae	0.944	0.5777	400	2184	14	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Chaetothyriaceae	0.882	0.7143	400	Chaetothyriaceae	0.882	0.7143	400	48	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Sarcoscyphaceae	0.924	0.7416	400	Sarcoscyphaceae	0.924	0.7416	400	415	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Verrucariaceae	0.933	0.6319	400	Verrucariaceae	0.933	0.6319	400	1817	33	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Phacidiaceae	0.994	0.6824	400	Phacidiaceae	0.994	0.6824	400	375	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Rickenellaceae	0.918	0.7645	400	Rickenellaceae	0.918	0.7645	400	1092	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Halosphaeriaceae	0.924	0.7597	400	Halosphaeriaceae	0.924	0.7597	400	233	23	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Chytriomycetaceae	0.949	0.7222	400	Chytriomycetaceae	0.949	0.7222	400	311	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Roccellaceae	0.859	0.9466	400	Roccellaceae	0.859	0.9466	400	516	20	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Sydowiellaceae	0.974	0.8294	400	Sydowiellaceae	0.974	0.8294	400	42	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Pleurotheciaceae	0.878	0.9332	400	Pleurotheciaceae	0.878	0.9332	400	400	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Teichosporaceae	0.882	0.7122	400	Teichosporaceae	0.882	0.7122	400	113	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Tubeufiaceae	0.936	0.5996	400	Tubeufiaceae	0.936	0.5996	400	846	40	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Lichinaceae	0.806	0.9406	400	Lichinaceae	0.806	0.9406	400	153	13	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Phallaceae	0.874	0.862	400	Phallaceae	0.874	0.862	400	1265	15	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Pilocarpaceae	0.865	0.6653	400	Pilocarpaceae	0.865	0.6653	400	212	14	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Microthyriaceae	0.866	0.9463	400	Microthyriaceae	0.866	0.9463	400	96	12	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Arthoniaceae	0.808	0.8236	400	Arthoniaceae	0.808	0.8236	400	63	11	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	Parabambusicolaceae	0.945	0.8151	400	Parabambusicolaceae	0.945	0.8151	400	49	10	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
genus	All	0.956	0.5727	400	All	0.956	0.5727	400	20000	2850	unite2024ITS.unique.genus.fasta	unite2024ITS.unique.genus.classification
family	Russulales	0.962	0.4962	400	Russulales	0.962	0.4962	400	5427	12	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Pezizales	0.939	0.459	400	All	0.938	0.4603	400	10980	19	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Helotiales	0.977	0.4893	400	Helotiales	0.977	0.4893	400	15372	43	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Agaricales	0.967	0.3069	400	All	0.938	0.4603	400	20000	46	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Boletales	0.975	0.4424	400	All	0.938	0.4603	400	7952	17	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Hypocreales	0.985	0.4752	400	Hypocreales	0.985	0.4752	400	9298	20	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Lecanorales	0.934	0.6213	400	Lecanorales	0.934	0.6213	400	5408	19	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Polyporales	0.982	0.3937	400	All	0.938	0.4603	400	11816	22	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Sordariales	0.964	0.5805	400	Sordariales	0.964	0.5805	400	5609	12	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Diaporthales	0.96	0.7273	400	Diaporthales	0.96	0.7273	400	5504	33	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Saccharomycetales	0.957	0.4682	400	Saccharomycetales	0.957	0.4682	400	8873	15	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Mucorales	0.95	0.5744	400	Mucorales	0.95	0.5744	400	4917	13	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Pleosporales	0.971	0.493	400	Pleosporales	0.971	0.493	400	20000	88	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Tremellales	0.975	0.5969	400	Tremellales	0.975	0.5969	400	5822	12	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Xylariales	0.97	0.5017	400	Xylariales	0.97	0.5017	400	5533	22	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
family	Amphisphaeriales	0.95	0.6855	400	Amphisphaeriales	0.95	0.6855	400	3828	16	unite2024ITS.unique.family.fasta	unite2024ITS.unique.family.classification
