Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
species	Podoscypha	0.982	0.7993	400	All	0.991	0.8232	400	89	22	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Botryobasidium	0.946	0.8936	400	Botryobasidium	0.946	0.8936	400	78	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Arrhenia	0.985	0.8658	400	Arrhenia	0.985	0.8658	400	263	33	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Punctelia	0.973	0.7914	400	All	0.991	0.8232	400	107	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lecidea	0.958	0.8355	400	Lecidea	0.958	0.8355	400	368	50	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Protoparmelia	0.96	0.8709	400	Protoparmelia	0.96	0.8709	400	75	19	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Colacogloea	0.947	0.955	400	Colacogloea	0.947	0.955	400	77	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Candelariella	0.98	0.8097	400	All	0.991	0.8232	400	187	35	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Xanthoparmelia	0.992	0.6711	400	All	0.991	0.8232	400	368	137	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Melanelixia	0.984	0.9266	400	Melanelixia	0.984	0.9266	400	181	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Stagonosporopsis	0.981	0.764	400	All	0.991	0.8232	400	373	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Discosia	0.997	0.7096	400	All	0.991	0.8232	400	43	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Phyllactinia	0.997	0.8415	400	Phyllactinia	0.997	0.8415	400	253	56	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Rhizocarpon	0.929	0.819	400	All	0.991	0.8232	400	418	50	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Placopsis	0.979	0.9178	400	Placopsis	0.979	0.9178	400	103	24	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Pertusaria	0.954	0.8362	400	Pertusaria	0.954	0.8362	400	111	36	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Ochrolechia	0.973	0.9063	400	Ochrolechia	0.973	0.9063	400	111	22	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lecidella	0.984	0.6742	400	All	0.991	0.8232	400	179	20	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lecania	0.966	0.8627	400	Lecania	0.966	0.8627	400	70	25	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Buellia	0.965	0.9042	400	Buellia	0.965	0.9042	400	229	51	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dermatocarpon	0.981	0.6761	400	All	0.991	0.8232	400	152	25	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Seimatosporium	0.993	0.8871	400	Seimatosporium	0.993	0.8871	400	73	28	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Gliocladiopsis	0.998	0.729	400	All	0.991	0.8232	400	46	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Pucciniastrum	0.99	0.8553	400	Pucciniastrum	0.99	0.8553	400	75	19	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Thecaphora	0.991	0.9236	400	Thecaphora	0.991	0.9236	400	33	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Tricholomopsis	0.986	0.8914	400	Tricholomopsis	0.986	0.8914	400	153	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Chlorociboria	0.928	1.0	400	Chlorociboria	0.928	1.0	400	73	19	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Tetrapyrgos	0.985	0.8102	400	All	0.991	0.8232	400	66	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Placidium	0.975	0.857	400	Placidium	0.975	0.857	400	77	21	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dactylellina	0.913	0.8011	400	All	0.991	0.8232	400	142	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Roccellina	0.967	0.9792	400	Roccellina	0.967	0.9792	400	32	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dirina	0.963	0.9485	400	Dirina	0.963	0.9485	400	163	25	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Fuscoporia	0.983	0.8508	400	Fuscoporia	0.983	0.8508	400	272	41	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Flavoparmelia	0.991	0.7804	400	All	0.991	0.8232	400	70	18	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Canoparmelia	0.924	0.8237	400	Canoparmelia	0.924	0.8237	400	60	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dicephalospora	0.965	0.9082	400	Dicephalospora	0.965	0.9082	400	55	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Neoerysiphe	0.992	0.9725	400	Neoerysiphe	0.992	0.9725	400	155	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Anzia	0.978	0.8478	400	Anzia	0.978	0.8478	400	42	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Oropogon	0.962	0.9003	400	Oropogon	0.962	0.9003	400	51	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Micropsalliota	0.985	0.8467	400	Micropsalliota	0.985	0.8467	400	142	35	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Peniophorella	0.955	0.8832	400	Peniophorella	0.955	0.8832	400	200	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Sidera	0.971	0.9732	400	Sidera	0.971	0.9732	400	213	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Helicoma	0.981	0.843	400	Helicoma	0.981	0.843	400	56	27	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Gautieria	0.957	0.867	400	Gautieria	0.957	0.867	400	111	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Urocystis	0.982	0.893	400	Urocystis	0.982	0.893	400	61	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dacrymyces	0.972	0.8272	400	Dacrymyces	0.972	0.8272	400	119	40	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Helminthosporium	0.985	0.9348	400	Helminthosporium	0.985	0.9348	400	114	30	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Epichloe	0.991	0.8	400	All	0.991	0.8232	400	91	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Rinodina	0.964	0.8425	400	Rinodina	0.964	0.8425	400	163	79	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Peltula	0.943	0.9689	400	Peltula	0.943	0.9689	400	75	39	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Anthracocystis	0.985	0.9021	400	Anthracocystis	0.985	0.9021	400	58	35	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Endocarpon	0.973	0.7603	400	All	0.991	0.8232	400	143	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Pyrenula	0.961	0.8315	400	Pyrenula	0.961	0.8315	400	115	42	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Kondoa	0.96	0.9667	400	Kondoa	0.96	0.9667	400	54	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Phylloporus	0.982	0.9022	400	Phylloporus	0.982	0.9022	400	198	42	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Celoporthe	0.993	0.8079	400	All	0.991	0.8232	400	36	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Xeromphalina	0.992	0.8526	400	Xeromphalina	0.992	0.8526	400	150	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Simocybe	0.949	0.9361	400	Simocybe	0.949	0.9361	400	79	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Pseudoomphalina	0.992	0.9687	400	Pseudoomphalina	0.992	0.9687	400	52	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Hyalorbilia	0.986	0.7442	400	All	0.991	0.8232	400	71	26	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Taphrina	0.975	0.8368	400	Taphrina	0.975	0.8368	400	130	38	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Scytinium	0.953	0.7431	400	All	0.991	0.8232	400	39	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Melanoleuca	0.99	0.8782	400	Melanoleuca	0.99	0.8782	400	240	45	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Hemimycena	0.979	0.9195	400	Hemimycena	0.979	0.9195	400	58	23	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Collybiopsis	0.968	0.8886	400	Collybiopsis	0.968	0.8886	400	341	41	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Sarcoscypha	0.982	0.9117	400	Sarcoscypha	0.982	0.9117	400	92	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Montagnula	0.987	0.7756	400	All	0.991	0.8232	400	38	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Ciboria	0.983	0.9338	400	Ciboria	0.983	0.9338	400	75	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Phallus	0.939	0.735	400	All	0.991	0.8232	400	170	28	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Pulveroboletus	0.971	0.8368	400	Pulveroboletus	0.971	0.8368	400	58	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Rigidoporus	0.969	0.9187	400	Rigidoporus	0.969	0.9187	400	289	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Hypotrachyna	0.974	0.7971	400	All	0.991	0.8232	400	218	68	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lipomyces	0.989	0.9055	400	Lipomyces	0.989	0.9055	400	109	23	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Tubeufia	0.994	0.8914	400	Tubeufia	0.994	0.8914	400	89	39	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Heterotruncatella	0.994	1.0	400	Heterotruncatella	0.994	1.0	400	36	18	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Septobasidium	0.974	0.9298	400	Septobasidium	0.974	0.9298	400	38	31	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Bulbothrix	0.965	0.7799	400	All	0.991	0.8232	400	75	20	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Gymnosporangium	0.981	0.9053	400	Gymnosporangium	0.981	0.9053	400	146	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Vararia	0.964	0.9465	400	Vararia	0.964	0.9465	400	129	40	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Macrolepiota	0.987	0.9489	400	Macrolepiota	0.987	0.9489	400	156	17	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Chrysomyxa	0.98	0.7166	400	All	0.991	0.8232	400	109	20	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Chlorophyllum	0.977	0.9255	400	Chlorophyllum	0.977	0.9255	400	242	17	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Clitocybula	0.944	0.935	400	Clitocybula	0.944	0.935	400	53	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Alnicola	0.995	0.9351	400	Alnicola	0.995	0.9351	400	64	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dictyocheirospora	0.995	0.8258	400	Dictyocheirospora	0.995	0.8258	400	54	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Piptocephalis	0.937	0.9308	400	Piptocephalis	0.937	0.9308	400	62	17	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Rutstroemia	0.992	0.9051	400	Rutstroemia	0.992	0.9051	400	70	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dendrostoma	0.996	0.8208	400	All	0.991	0.8232	400	67	19	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Chaenothecopsis	0.946	0.9175	400	Chaenothecopsis	0.946	0.9175	400	64	30	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Neohelicosporium	0.986	0.9084	400	Neohelicosporium	0.986	0.9084	400	44	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Micarea	0.965	0.9169	400	Micarea	0.965	0.9169	400	124	51	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Aphanoascus	0.967	0.8538	400	Aphanoascus	0.967	0.8538	400	142	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Diversispora	0.978	0.8989	400	Diversispora	0.978	0.8989	400	172	19	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Porodaedalea	0.99	0.745	400	All	0.991	0.8232	400	95	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Cyanosporus	0.995	0.7441	400	All	0.991	0.8232	400	100	17	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Melanohalea	0.981	0.9089	400	Melanohalea	0.981	0.9089	400	195	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dothiora	0.997	0.7839	400	All	0.991	0.8232	400	77	29	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Trapeliopsis	0.977	0.9323	400	Trapeliopsis	0.977	0.9323	400	58	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Phylloporia	0.98	0.8995	400	Phylloporia	0.98	0.8995	400	70	38	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Fulvifomes	0.975	0.9354	400	Fulvifomes	0.975	0.9354	400	76	31	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Leucocoprinus	0.961	0.9465	400	Leucocoprinus	0.961	0.9465	400	125	20	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Myxarium	0.96	0.9396	400	Myxarium	0.96	0.9396	400	53	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Psora	0.918	0.8589	400	Psora	0.918	0.8589	400	251	27	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Hydnophlebia	0.965	0.9268	400	Hydnophlebia	0.965	0.9268	400	41	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Efibula	0.973	0.8963	400	Efibula	0.973	0.8963	400	55	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Rhizochaete	0.96	0.9375	400	Rhizochaete	0.96	0.9375	400	44	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Symmetrospora	0.992	0.8247	400	Symmetrospora	0.992	0.8247	400	106	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Pleospora	0.945	1.0	400	Pleospora	0.945	1.0	400	30	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Raffaelea	0.928	0.9256	400	Raffaelea	0.928	0.9256	400	50	21	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Picipes	0.95	0.9596	400	Picipes	0.95	0.9596	400	83	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lobariella	0.984	0.8563	400	Lobariella	0.984	0.8563	400	52	20	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Fuscidea	0.962	0.9635	400	Fuscidea	0.962	0.9635	400	51	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Leprocaulon	0.966	0.8918	400	Leprocaulon	0.966	0.8918	400	51	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Stagonospora	0.987	0.9009	400	Stagonospora	0.987	0.9009	400	86	23	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Kockovaella	0.995	0.9508	400	Kockovaella	0.995	0.9508	400	60	22	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Pseudobaeospora	0.942	0.8941	400	Pseudobaeospora	0.942	0.8941	400	49	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Septoriella	0.995	0.7186	400	All	0.991	0.8232	400	88	28	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Toninia	0.932	0.9296	400	Toninia	0.932	0.9296	400	36	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Thalloidima	0.958	0.9503	400	Thalloidima	0.958	0.9503	400	56	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Bacidina	0.972	0.7911	400	All	0.991	0.8232	400	60	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Termitomyces	0.972	0.8373	400	Termitomyces	0.972	0.8373	400	225	19	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lophiotrema	0.991	0.8334	400	Lophiotrema	0.991	0.8334	400	37	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Acaulospora	0.973	0.834	400	Acaulospora	0.973	0.834	400	338	35	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Diploschistes	0.983	0.6986	400	All	0.991	0.8232	400	104	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Drechslera	0.976	0.8907	400	Drechslera	0.976	0.8907	400	36	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Trapelia	0.98	0.909	400	Trapelia	0.98	0.909	400	117	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Nectriopsis	0.988	0.8494	400	Nectriopsis	0.988	0.8494	400	44	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Tetraploa	0.976	0.8518	400	Tetraploa	0.976	0.8518	400	32	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Setophoma	0.973	0.9724	400	Setophoma	0.973	0.9724	400	242	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Physisporinus	0.961	0.7153	400	All	0.991	0.8232	400	105	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Verruconis	0.917	0.9895	400	Verruconis	0.917	0.9895	400	57	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Arthrinium	0.997	0.8246	400	Arthrinium	0.997	0.8246	400	46	25	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Solenopsora	0.991	0.953	400	Solenopsora	0.991	0.953	400	108	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Septoglomus	0.977	0.8327	400	Septoglomus	0.977	0.8327	400	90	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Glomus	0.931	0.8797	400	Glomus	0.931	0.8797	400	172	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Stephanospora	0.984	0.8453	400	Stephanospora	0.984	0.8453	400	67	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Phyllopsora	0.876	0.9148	400	Phyllopsora	0.876	0.9148	400	117	44	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Niesslia	0.988	0.7698	400	All	0.991	0.8232	400	139	30	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Beltraniella	0.995	0.7179	400	All	0.991	0.8232	400	30	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Austroboletus	0.889	0.9421	400	Austroboletus	0.889	0.9421	400	79	17	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Harzia	0.991	0.8446	400	Harzia	0.991	0.8446	400	34	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lamprospora	0.899	0.9238	400	Lamprospora	0.899	0.9238	400	44	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Fistulinella	0.91	0.9841	400	Fistulinella	0.91	0.9841	400	33	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dinemasporium	0.993	0.8959	400	Dinemasporium	0.993	0.8959	400	74	22	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lobothallia	0.977	0.9433	400	Lobothallia	0.977	0.9433	400	57	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Allelochaeta	0.998	0.8699	400	Allelochaeta	0.998	0.8699	400	59	35	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Favolus	0.975	0.8772	400	Favolus	0.975	0.8772	400	108	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Glutinoglossum	0.987	0.8836	400	Glutinoglossum	0.987	0.8836	400	65	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Thyronectria	0.995	0.9141	400	Thyronectria	0.995	0.9141	400	117	30	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Xanthocarpia	0.985	0.679	400	All	0.991	0.8232	400	51	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Massaria	0.997	0.9372	400	Massaria	0.997	0.9372	400	48	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Aleurodiscus	0.983	0.7989	400	All	0.991	0.8232	400	144	38	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Pholiotina	0.977	0.957	400	Pholiotina	0.977	0.957	400	40	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Amauroderma	0.968	0.9001	400	Amauroderma	0.968	0.9001	400	203	22	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Tubakia	0.997	0.9117	400	Tubakia	0.997	0.9117	400	62	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Retiboletus	0.897	0.9018	400	Retiboletus	0.897	0.9018	400	74	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Tulosesus	0.986	0.9158	400	Tulosesus	0.986	0.9158	400	74	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Coleosporium	0.984	0.9256	400	Coleosporium	0.984	0.9256	400	76	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Gloeocystidiellum	0.943	0.8928	400	Gloeocystidiellum	0.943	0.8928	400	47	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Balsamia	0.963	0.9485	400	Balsamia	0.963	0.9485	400	37	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Hydnoporia	0.981	0.9116	400	Hydnoporia	0.981	0.9116	400	90	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Didymocyrtis	0.988	0.879	400	Didymocyrtis	0.988	0.879	400	63	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Basidiodendron	0.973	0.9091	400	Basidiodendron	0.973	0.9091	400	108	24	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Scytinostroma	0.916	0.9266	400	Scytinostroma	0.916	0.9266	400	93	23	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Austroplaca	0.987	0.8228	400	All	0.991	0.8232	400	38	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Cerinomyces	0.975	0.7515	400	All	0.991	0.8232	400	121	28	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Melanconiella	0.989	0.9521	400	Melanconiella	0.989	0.9521	400	60	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Tricharina	0.977	0.7777	400	All	0.991	0.8232	400	59	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Meliola	0.978	0.9828	400	Meliola	0.978	0.9828	400	31	21	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Multifurca	0.979	0.9674	400	Multifurca	0.979	0.9674	400	46	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Ambrosiella	0.996	0.9656	400	Ambrosiella	0.996	0.9656	400	86	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Parathyridaria	0.993	0.9128	400	Parathyridaria	0.993	0.9128	400	38	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Nigrograna	0.99	0.8221	400	All	0.991	0.8232	400	70	19	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Pleurotheciella	0.975	0.9667	400	Pleurotheciella	0.975	0.9667	400	36	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Kellermania	0.999	0.8688	400	Kellermania	0.999	0.8688	400	30	14	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Keissleriella	0.977	0.862	400	Keissleriella	0.977	0.862	400	33	18	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Xylographa	0.984	0.8839	400	Xylographa	0.984	0.8839	400	84	19	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Strigula	0.96	0.9551	400	Strigula	0.96	0.9551	400	103	20	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Gyrothrix	0.932	0.9091	400	Gyrothrix	0.932	0.9091	400	33	10	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dichostereum	0.953	0.9882	400	Dichostereum	0.953	0.9882	400	47	12	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Lopadostoma	0.976	0.9203	400	Lopadostoma	0.976	0.9203	400	52	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Dominikia	0.972	1.0	400	Dominikia	0.972	1.0	400	55	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Torula	0.978	0.9158	400	Torula	0.978	0.9158	400	92	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Uromycladium	0.892	0.8682	400	Uromycladium	0.892	0.8682	400	58	11	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Alfaria	0.986	0.8241	400	Alfaria	0.986	0.8241	400	38	15	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Camarosporidiella	0.998	0.7597	400	All	0.991	0.8232	400	84	21	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Endoraecium	0.972	0.9825	400	Endoraecium	0.972	0.9825	400	38	13	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
species	Rubroboletus	0.985	0.8952	400	Rubroboletus	0.985	0.8952	400	30	16	unite2024ITS.unique.species.fasta	unite2024ITS.unique.species.classification
