Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
species	Xylodon	0.988	0.8784	50	Xylodon	0.988	0.8784	50	372	44	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Strigula	0.946	0.9523	50	Strigula	0.946	0.9523	50	53	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hypogymnia	0.989	0.8021	50	All	0.988	0.8358	50	212	49	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rasamsonia	0.991	0.8945	50	Rasamsonia	0.991	0.8945	50	74	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Stachybotrys	0.961	0.9337	50	Stachybotrys	0.961	0.9337	50	108	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Placopsis	0.983	0.86	50	Placopsis	0.983	0.86	50	64	24	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ceriporia	0.969	0.8186	50	All	0.988	0.8358	50	217	27	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Fulvifomes	0.982	0.8998	50	Fulvifomes	0.982	0.8998	50	63	27	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Marasmius	0.983	0.7999	50	All	0.988	0.8358	50	486	129	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Otidea	0.971	0.8552	50	Otidea	0.971	0.8552	50	139	30	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Nephroma	0.946	0.8123	50	All	0.988	0.8358	50	179	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tricholomopsis	0.965	0.891	50	Tricholomopsis	0.965	0.891	50	74	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tephrocybe	0.969	0.8228	50	All	0.988	0.8358	50	34	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Apiospora	0.973	0.6922	50	All	0.988	0.8358	50	169	35	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hygrophorus	0.974	0.8225	50	All	0.988	0.8358	50	365	78	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gautieria	0.963	0.7728	50	All	0.988	0.8358	50	62	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Helminthosporium	0.97	0.8812	50	Helminthosporium	0.97	0.8812	50	81	25	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Psilocybe	0.99	0.8944	50	Psilocybe	0.99	0.8944	50	178	36	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Crinipellis	0.981	0.8395	50	Crinipellis	0.981	0.8395	50	82	24	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cyberlindnera	0.968	0.8978	50	Cyberlindnera	0.968	0.8978	50	197	28	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pezicula	0.989	0.7803	50	All	0.988	0.8358	50	196	27	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cryptococcus	0.981	0.9626	50	Cryptococcus	0.981	0.9626	50	335	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lecanora	0.973	0.7672	50	All	0.988	0.8358	50	584	165	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Calocera	0.926	0.7315	50	All	0.988	0.8358	50	30	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Stropharia	0.984	0.8738	50	Stropharia	0.984	0.8738	50	76	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hohenbuehelia	0.974	0.836	50	Hohenbuehelia	0.974	0.836	50	89	28	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Periconia	0.97	0.8333	50	All	0.988	0.8358	50	155	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Galerina	0.977	0.9112	50	Galerina	0.977	0.9112	50	218	43	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phlegmacium	0.991	0.8817	50	Phlegmacium	0.991	0.8817	50	453	154	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ochrolechia	0.986	0.7877	50	All	0.988	0.8358	50	64	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Coniothyrium	0.946	0.8647	50	Coniothyrium	0.946	0.8647	50	70	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phaeoacremonium	0.99	0.936	50	Phaeoacremonium	0.99	0.936	50	88	21	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dichostereum	0.964	0.9818	50	Dichostereum	0.964	0.9818	50	33	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hyphodontia	0.982	0.9444	50	Hyphodontia	0.982	0.9444	50	324	29	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Xanthoria	0.974	0.9541	50	Xanthoria	0.974	0.9541	50	209	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hypoxylon	0.971	0.7926	50	All	0.988	0.8358	50	510	100	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Trichaptum	0.987	0.9245	50	Trichaptum	0.987	0.9245	50	120	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Erioscyphella	0.984	0.8186	50	All	0.988	0.8358	50	37	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Keratinophyton	0.995	0.7804	50	All	0.988	0.8358	50	37	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Xerocomus	0.984	0.8658	50	Xerocomus	0.984	0.8658	50	101	23	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pyrenopeziza	0.968	0.8341	50	All	0.988	0.8358	50	35	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tylopilus	0.954	0.9246	50	Tylopilus	0.954	0.9246	50	129	37	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Efibula	0.985	0.8225	50	All	0.988	0.8358	50	43	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Monilinia	0.989	0.9473	50	Monilinia	0.989	0.9473	50	162	20	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cladonia	0.987	0.7449	50	All	0.988	0.8358	50	829	198	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Porpidia	0.951	0.8702	50	Porpidia	0.951	0.8702	50	67	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gnomoniopsis	0.989	0.9286	50	Gnomoniopsis	0.989	0.9286	50	69	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lactarius	0.99	0.8287	50	All	0.988	0.8358	50	1374	249	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ophiocordyceps	0.968	0.786	50	All	0.988	0.8358	50	461	75	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rhodocollybia	0.957	0.9026	50	Rhodocollybia	0.957	0.9026	50	120	21	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sarcodon	0.975	0.938	50	Sarcodon	0.975	0.938	50	84	20	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Neocamarosporium	0.981	0.9042	50	Neocamarosporium	0.981	0.9042	50	65	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Mallocybe	0.982	0.8778	50	Mallocybe	0.982	0.8778	50	79	29	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Thaxterogaster	0.995	0.7623	50	All	0.988	0.8358	50	317	77	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Neosetophoma	0.99	0.6792	50	All	0.988	0.8358	50	60	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Paraconiothyrium	0.982	0.8576	50	Paraconiothyrium	0.982	0.8576	50	156	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Candelariella	0.97	0.7943	50	All	0.988	0.8358	50	143	32	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Chalara	0.984	0.8963	50	Chalara	0.984	0.8963	50	39	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hyphodiscus	0.961	0.899	50	Hyphodiscus	0.961	0.899	50	35	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Neocucurbitaria	0.993	0.8679	50	Neocucurbitaria	0.993	0.8679	50	58	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cladophialophora	0.969	0.8687	50	Cladophialophora	0.969	0.8687	50	237	43	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rinodina	0.986	0.8114	50	All	0.988	0.8358	50	116	70	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Melampsora	0.987	0.7919	50	All	0.988	0.8358	50	94	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phlebia	0.97	0.9103	50	Phlebia	0.97	0.9103	50	337	27	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Paraphaeosphaeria	0.993	0.9214	50	Paraphaeosphaeria	0.993	0.9214	50	99	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Zygosaccharomyces	0.964	0.9574	50	Zygosaccharomyces	0.964	0.9574	50	180	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lecanicillium	0.968	0.8372	50	Lecanicillium	0.968	0.8372	50	187	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Parasola	0.985	0.8283	50	All	0.988	0.8358	50	91	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Muyocopron	0.935	0.931	50	Muyocopron	0.935	0.931	50	34	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Collybia	0.977	0.9084	50	Collybia	0.977	0.9084	50	67	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Humicola	0.971	0.7648	50	All	0.988	0.8358	50	70	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sebacina	0.951	0.745	50	All	0.988	0.8358	50	76	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sporobolomyces	0.988	0.9551	50	Sporobolomyces	0.988	0.9551	50	190	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Calogaya	0.982	0.5784	50	All	0.988	0.8358	50	172	20	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Clavulinopsis	0.966	0.724	50	All	0.988	0.8358	50	90	26	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Amauroderma	0.989	0.8604	50	Amauroderma	0.989	0.8604	50	131	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Coccomyces	0.964	0.862	50	Coccomyces	0.964	0.862	50	50	24	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Kretzschmaria	0.983	0.7768	50	All	0.988	0.8358	50	47	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Leptogium	0.973	0.8498	50	Leptogium	0.973	0.8498	50	144	27	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lophiostoma	0.987	0.6584	50	All	0.988	0.8358	50	96	39	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phaeoisaria	0.987	0.9649	50	Phaeoisaria	0.987	0.9649	50	32	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dicephalospora	0.977	0.9043	50	Dicephalospora	0.977	0.9043	50	50	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lepiota	0.987	0.8051	50	All	0.988	0.8358	50	486	105	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tulostoma	0.987	0.9166	50	Tulostoma	0.987	0.9166	50	137	42	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Chlorociboria	0.981	0.9256	50	Chlorociboria	0.981	0.9256	50	62	20	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Polyporus	0.968	0.7795	50	All	0.988	0.8358	50	253	36	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ophiostoma	0.99	0.9056	50	Ophiostoma	0.99	0.9056	50	204	46	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Physcia	0.984	0.6953	50	All	0.988	0.8358	50	144	29	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Fuscopannaria	0.988	0.8591	50	Fuscopannaria	0.988	0.8591	50	38	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Bacidia	0.965	0.9072	50	Bacidia	0.965	0.9072	50	90	41	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pseudosperma	0.984	0.8562	50	Pseudosperma	0.984	0.8562	50	89	41	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Arthrobotrys	0.964	0.8501	50	Arthrobotrys	0.964	0.8501	50	188	30	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Acaulospora	0.966	0.7418	50	All	0.988	0.8358	50	192	33	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Zasmidium	0.992	0.8782	50	Zasmidium	0.992	0.8782	50	132	53	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Golovinomyces	0.956	0.6602	50	All	0.988	0.8358	50	87	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Mollisia	0.988	0.7734	50	All	0.988	0.8358	50	95	31	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Leucoagaricus	0.976	0.7626	50	All	0.988	0.8358	50	334	91	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rhodocybe	0.979	0.9161	50	Rhodocybe	0.979	0.9161	50	56	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Leptosphaeria	0.986	0.9098	50	Leptosphaeria	0.986	0.9098	50	109	31	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Peziza	0.988	0.7724	50	All	0.988	0.8358	50	193	53	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Conocybe	0.982	0.7886	50	All	0.988	0.8358	50	241	97	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sphaerulina	0.993	0.8716	50	Sphaerulina	0.993	0.8716	50	210	21	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Starmerella	0.961	0.9628	50	Starmerella	0.961	0.9628	50	206	34	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Toninia	0.944	0.7819	50	All	0.988	0.8358	50	30	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Distoseptispora	0.987	0.9283	50	Distoseptispora	0.987	0.9283	50	67	36	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lentinellus	0.973	0.8854	50	Lentinellus	0.973	0.8854	50	91	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Colacogloea	0.954	0.9869	50	Colacogloea	0.954	0.9869	50	40	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gymnosporangium	0.944	0.9458	50	Gymnosporangium	0.944	0.9458	50	66	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hyaloscypha	0.968	0.9621	50	Hyaloscypha	0.968	0.9621	50	247	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Terfezia	0.981	0.9285	50	Terfezia	0.981	0.9285	50	84	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lecania	0.965	0.9077	50	Lecania	0.965	0.9077	50	55	24	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Favolaschia	0.984	0.9435	50	Favolaschia	0.984	0.9435	50	49	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Leucocoprinus	0.985	0.8286	50	All	0.988	0.8358	50	71	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Clitocybe	0.979	0.9131	50	Clitocybe	0.979	0.9131	50	202	42	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Flavoplaca	0.99	0.7462	50	All	0.988	0.8358	50	139	23	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Porina	0.959	0.9167	50	Porina	0.959	0.9167	50	33	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Clavaria	0.971	0.8093	50	All	0.988	0.8358	50	153	48	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phaeoclavulina	0.916	0.7138	50	All	0.988	0.8358	50	63	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Volvariella	0.975	0.9103	50	Volvariella	0.975	0.9103	50	116	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phylloporus	0.985	0.8736	50	Phylloporus	0.985	0.8736	50	113	33	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ramaria	0.985	0.7904	50	All	0.988	0.8358	50	423	102	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cladorrhinum	0.975	0.7919	50	All	0.988	0.8358	50	49	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Clavariadelphus	0.942	0.7888	50	All	0.988	0.8358	50	45	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tolypocladium	0.985	0.8612	50	Tolypocladium	0.985	0.8612	50	132	20	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Physisporinus	0.96	0.7624	50	All	0.988	0.8358	50	58	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cuphophyllus	0.973	0.6958	50	All	0.988	0.8358	50	106	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hodophilus	0.982	0.8093	50	All	0.988	0.8358	50	83	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Vishniacozyma	0.973	0.9112	50	Vishniacozyma	0.973	0.9112	50	148	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lobaria	0.986	0.7748	50	All	0.988	0.8358	50	141	24	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cora	0.986	0.8341	50	All	0.988	0.8358	50	156	48	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gnomonia	0.981	0.8396	50	Gnomonia	0.981	0.8396	50	44	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Backusella	0.953	0.8996	50	Backusella	0.953	0.8996	50	100	26	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Acarospora	0.971	0.7953	50	All	0.988	0.8358	50	255	70	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Metschnikowia	0.927	0.8051	50	All	0.988	0.8358	50	236	46	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Chaetosphaeria	0.948	0.9236	50	Chaetosphaeria	0.948	0.9236	50	62	29	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Fomitiporia	0.989	0.7179	50	All	0.988	0.8358	50	218	39	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phellinus	0.983	0.7579	50	All	0.988	0.8358	50	501	55	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phyllachora	0.93	0.9407	50	Phyllachora	0.93	0.9407	50	45	24	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pyrenula	0.944	0.7413	50	All	0.988	0.8358	50	97	42	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hyphopichia	0.943	0.9428	50	Hyphopichia	0.943	0.9428	50	89	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Preussia	0.966	0.8306	50	All	0.988	0.8358	50	61	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Scytalidium	0.949	0.8425	50	Scytalidium	0.949	0.8425	50	39	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cosmospora	0.993	0.8245	50	All	0.988	0.8358	50	59	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Circinaria	0.986	0.6251	50	All	0.988	0.8358	50	89	24	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Knufia	0.987	0.9307	50	Knufia	0.987	0.9307	50	66	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Chroogomphus	0.984	0.9067	50	Chroogomphus	0.984	0.9067	50	93	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dictyocheirospora	0.985	0.8518	50	Dictyocheirospora	0.985	0.8518	50	31	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Exidia	0.987	0.9584	50	Exidia	0.987	0.9584	50	72	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Microglossum	0.988	0.807	50	All	0.988	0.8358	50	46	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dictyosporium	0.984	0.8428	50	Dictyosporium	0.984	0.8428	50	31	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tetrapyrgos	0.988	0.8231	50	All	0.988	0.8358	50	63	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Malbranchea	0.954	0.87	50	Malbranchea	0.954	0.87	50	82	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Termitomyces	0.984	0.818	50	All	0.988	0.8358	50	79	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hydnellum	0.978	0.8748	50	Hydnellum	0.978	0.8748	50	236	39	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Fuscoporia	0.989	0.803	50	All	0.988	0.8358	50	203	36	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Aphanoascus	0.95	0.8669	50	Aphanoascus	0.95	0.8669	50	71	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Diatrype	0.992	0.807	50	All	0.988	0.8358	50	59	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Akanthomyces	0.982	0.7709	50	All	0.988	0.8358	50	86	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Retiboletus	0.965	0.8115	50	All	0.988	0.8358	50	32	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dactylellina	0.949	0.6535	50	All	0.988	0.8358	50	68	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Bryoria	0.985	0.8733	50	Bryoria	0.985	0.8733	50	123	28	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Inosperma	0.973	0.8173	50	All	0.988	0.8358	50	98	39	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Microbotryum	0.981	0.864	50	Microbotryum	0.981	0.864	50	71	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Entyloma	0.989	0.8613	50	Entyloma	0.989	0.8613	50	57	35	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Thalloidima	0.931	0.972	50	Thalloidima	0.931	0.972	50	39	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Porodaedalea	0.993	0.7752	50	All	0.988	0.8358	50	70	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Bacidina	0.984	0.7419	50	All	0.988	0.8358	50	37	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Resinicium	0.968	0.9743	50	Resinicium	0.968	0.9743	50	62	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tubaria	0.976	0.9117	50	Tubaria	0.976	0.9117	50	78	21	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phaeophyscia	0.984	0.691	50	All	0.988	0.8358	50	92	28	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Neurospora	0.991	0.8995	50	Neurospora	0.991	0.8995	50	55	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Biatora	0.967	0.9448	50	Biatora	0.967	0.9448	50	126	46	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pisolithus	0.969	0.9493	50	Pisolithus	0.969	0.9493	50	224	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Deconica	0.994	0.832	50	All	0.988	0.8358	50	61	24	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Calicium	0.987	0.7643	50	All	0.988	0.8358	50	86	25	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ceratocystiopsis	0.987	0.6714	50	All	0.988	0.8358	50	36	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Podoscypha	0.981	0.7904	50	All	0.988	0.8358	50	63	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Chlorophyllum	0.986	0.901	50	Chlorophyllum	0.986	0.901	50	158	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ramularia	0.993	0.7959	50	All	0.988	0.8358	50	145	54	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Perenniporia	0.985	0.8702	50	Perenniporia	0.985	0.8702	50	221	44	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Albatrellus	0.98	0.9299	50	Albatrellus	0.98	0.9299	50	52	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phakopsora	0.946	0.9891	50	Phakopsora	0.946	0.9891	50	116	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Parmotrema	0.976	0.7736	50	All	0.988	0.8358	50	197	32	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rossbeevera	0.995	0.6986	50	All	0.988	0.8358	50	54	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dacrymyces	0.964	0.8587	50	Dacrymyces	0.964	0.8587	50	80	34	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
