Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
species	Talaromyces	0.988	0.8658	50	Talaromyces	0.988	0.8658	50	525	78	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sanghuangporus	0.975	0.8533	50	Sanghuangporus	0.975	0.8533	50	118	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hebeloma	0.988	0.7359	50	All	0.988	0.8358	50	453	87	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tomentella	0.967	0.6962	50	All	0.988	0.8358	50	235	63	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Plenodomus	0.979	0.9302	50	Plenodomus	0.979	0.9302	50	134	20	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Penicillium	0.99	0.9158	50	Penicillium	0.99	0.9158	50	918	104	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pichia	0.893	0.9276	50	Pichia	0.893	0.9276	50	686	20	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sarocladium	0.977	0.8029	50	All	0.988	0.8358	50	226	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Steccherinum	0.966	0.8797	50	Steccherinum	0.966	0.8797	50	178	25	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lophodermium	0.965	0.7741	50	All	0.988	0.8358	50	253	35	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Claviceps	0.985	0.8897	50	Claviceps	0.985	0.8897	50	149	32	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Alternaria	0.983	0.9208	50	Alternaria	0.983	0.9208	50	1677	58	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cortinarius	0.991	0.8581	50	Cortinarius	0.991	0.8581	50	1677	545	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Crepidotus	0.985	0.8519	50	Crepidotus	0.985	0.8519	50	153	48	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cadophora	0.985	0.9585	50	Cadophora	0.985	0.9585	50	151	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Entoloma	0.987	0.8351	50	All	0.988	0.8358	50	1120	355	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Psathyrella	0.99	0.8037	50	All	0.988	0.8358	50	534	181	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Curvularia	0.975	0.8707	50	Curvularia	0.975	0.8707	50	508	36	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dipodascus	0.703	0.9833	50	All	0.988	0.8358	50	67	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Metarhizium	0.959	0.9533	50	Metarhizium	0.959	0.9533	50	656	23	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Neocosmospora	0.982	0.9198	50	Neocosmospora	0.982	0.9198	50	157	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Helvella	0.974	0.8496	50	Helvella	0.974	0.8496	50	258	69	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Stagonospora	0.983	0.7685	50	All	0.988	0.8358	50	73	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lycoperdon	0.987	0.7881	50	All	0.988	0.8358	50	229	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cercospora	0.994	0.9484	50	Cercospora	0.994	0.9484	50	220	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Peniophora	0.99	0.7165	50	All	0.988	0.8358	50	216	39	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Thelidium	0.983	0.8656	50	Thelidium	0.983	0.8656	50	37	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Nectria	0.975	0.9264	50	Nectria	0.975	0.9264	50	104	31	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Scleroderma	0.977	0.8837	50	Scleroderma	0.977	0.8837	50	301	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Calonarius	0.987	0.9219	50	Calonarius	0.987	0.9219	50	423	91	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Arrhenia	0.978	0.839	50	Arrhenia	0.978	0.839	50	122	28	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Didymella	0.972	0.9013	50	Didymella	0.972	0.9013	50	172	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Inonotus	0.974	0.8138	50	All	0.988	0.8358	50	219	37	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Geastrum	0.975	0.7866	50	All	0.988	0.8358	50	289	72	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pyricularia	0.975	0.971	50	Pyricularia	0.975	0.971	50	304	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pestalotiopsis	0.982	0.9223	50	Pestalotiopsis	0.982	0.9223	50	177	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Typhula	0.964	0.8674	50	Typhula	0.964	0.8674	50	149	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Clavulina	0.963	0.7739	50	All	0.988	0.8358	50	143	38	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Papiliotrema	0.975	0.8877	50	Papiliotrema	0.975	0.8877	50	131	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lecidea	0.97	0.7738	50	All	0.988	0.8358	50	255	41	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Bipolaris	0.976	0.9245	50	Bipolaris	0.976	0.9245	50	452	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ramalina	0.978	0.7718	50	All	0.988	0.8358	50	302	82	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Candida	0.966	0.956	50	Candida	0.966	0.956	50	2128	168	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Xanthoparmelia	0.986	0.6856	50	All	0.988	0.8358	50	302	113	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Peltigera	0.986	0.7439	50	All	0.988	0.8358	50	579	53	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ceratocystis	0.975	0.8584	50	Ceratocystis	0.975	0.8584	50	545	27	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Orbilia	0.972	0.8431	50	Orbilia	0.972	0.8431	50	531	200	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Morchella	0.984	0.8003	50	All	0.988	0.8358	50	218	25	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tricholoma	0.984	0.8564	50	Tricholoma	0.984	0.8564	50	897	83	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Trichoderma	0.984	0.9391	50	Trichoderma	0.984	0.9391	50	1912	74	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Agaricus	0.989	0.8851	50	Agaricus	0.989	0.8851	50	803	194	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phyllosticta	0.984	0.9298	50	Phyllosticta	0.984	0.9298	50	707	69	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Bulbothrix	0.989	0.8294	50	All	0.988	0.8358	50	59	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Trametes	0.988	0.9528	50	Trametes	0.988	0.9528	50	415	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Amanita	0.985	0.7874	50	All	0.988	0.8358	50	1695	319	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hypotrachyna	0.979	0.7626	50	All	0.988	0.8358	50	127	50	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pucciniastrum	0.988	0.9394	50	Pucciniastrum	0.988	0.9394	50	47	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tulasnella	0.961	0.9217	50	Tulasnella	0.961	0.9217	50	291	26	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hypomyces	0.985	0.8296	50	All	0.988	0.8358	50	271	58	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Nagrajchalara	0.984	0.8608	50	Nagrajchalara	0.984	0.8608	50	40	32	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Endocarpon	0.982	0.7197	50	All	0.988	0.8358	50	74	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sclerotinia	0.975	0.9615	50	Sclerotinia	0.975	0.9615	50	292	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dothiorella	0.994	0.842	50	Dothiorella	0.994	0.842	50	60	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ganoderma	0.987	0.825	50	All	0.988	0.8358	50	296	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Puccinia	0.982	0.8507	50	Puccinia	0.982	0.8507	50	906	107	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Neofusicoccum	0.979	0.9675	50	Neofusicoccum	0.979	0.9675	50	483	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Chaetomium	0.986	0.917	50	Chaetomium	0.986	0.917	50	598	28	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Nothophoma	0.993	0.9126	50	Nothophoma	0.993	0.9126	50	49	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Thyronectria	0.981	0.8972	50	Thyronectria	0.981	0.8972	50	48	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Melanoleuca	0.992	0.829	50	All	0.988	0.8358	50	123	35	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sticta	0.987	0.9134	50	Sticta	0.987	0.9134	50	285	87	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Scutellinia	0.981	0.7144	50	All	0.988	0.8358	50	70	21	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Coniella	0.991	0.85	50	Coniella	0.991	0.85	50	108	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Mycena	0.99	0.8001	50	All	0.988	0.8358	50	517	119	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Nigrograna	0.994	0.8081	50	All	0.988	0.8358	50	33	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Panaeolus	0.986	0.8067	50	All	0.988	0.8358	50	88	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Skeletocutis	0.99	0.8609	50	Skeletocutis	0.99	0.8609	50	186	26	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Bionectria	0.978	0.8914	50	Bionectria	0.978	0.8914	50	62	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Collybiopsis	0.987	0.8865	50	Collybiopsis	0.987	0.8865	50	196	38	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Exobasidium	0.981	0.8506	50	Exobasidium	0.981	0.8506	50	153	33	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Roussoella	0.985	0.8768	50	Roussoella	0.985	0.8768	50	39	21	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hygrocybe	0.953	0.8346	50	All	0.988	0.8358	50	416	70	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lachnum	0.958	0.6926	50	All	0.988	0.8358	50	95	36	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Arthroderma	0.983	0.8782	50	Arthroderma	0.983	0.8782	50	229	28	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Stereocaulon	0.987	0.7645	50	All	0.988	0.8358	50	179	55	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Boletus	0.984	0.8976	50	Boletus	0.984	0.8976	50	333	80	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gymnopus	0.989	0.8819	50	Gymnopus	0.989	0.8819	50	405	75	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Parmelia	0.988	0.7872	50	All	0.988	0.8358	50	238	29	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gyromitra	0.973	0.8447	50	Gyromitra	0.973	0.8447	50	145	23	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Trechispora	0.947	0.9004	50	Trechispora	0.947	0.9004	50	137	42	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sidera	0.962	0.9042	50	Sidera	0.962	0.9042	50	53	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pholiota	0.989	0.8147	50	All	0.988	0.8358	50	299	48	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Athelia	0.986	0.763	50	All	0.988	0.8358	50	81	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Trapelia	0.969	0.8122	50	All	0.988	0.8358	50	66	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rigidoporus	0.949	0.9077	50	Rigidoporus	0.949	0.9077	50	202	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Saccharomycopsis	0.953	0.9759	50	Saccharomycopsis	0.953	0.9759	50	139	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phanerochaete	0.987	0.8179	50	All	0.988	0.8358	50	299	36	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Buellia	0.969	0.8551	50	Buellia	0.969	0.8551	50	145	49	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phellodon	0.97	0.9139	50	Phellodon	0.97	0.9139	50	136	20	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Coltricia	0.964	0.8761	50	Coltricia	0.964	0.8761	50	104	30	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cystolepiota	0.971	0.7677	50	All	0.988	0.8358	50	49	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Paecilomyces	0.969	0.9174	50	Paecilomyces	0.969	0.9174	50	194	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Craterellus	0.941	0.8226	50	All	0.988	0.8358	50	104	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Auricularia	0.985	0.9398	50	Auricularia	0.985	0.9398	50	237	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pseudocercospora	0.99	0.9409	50	Pseudocercospora	0.99	0.9409	50	381	77	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Daldinia	0.987	0.943	50	Daldinia	0.987	0.943	50	262	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Torula	0.964	0.9259	50	Torula	0.964	0.9259	50	60	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Xanthocarpia	0.945	0.6422	50	All	0.988	0.8358	50	33	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Biscogniauxia	0.983	0.8691	50	Biscogniauxia	0.983	0.8691	50	246	21	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ciboria	0.984	0.9167	50	Ciboria	0.984	0.9167	50	39	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Calvatia	0.976	0.7769	50	All	0.988	0.8358	50	97	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Coprinopsis	0.988	0.7592	50	All	0.988	0.8358	50	258	65	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phialocephala	0.987	0.9436	50	Phialocephala	0.987	0.9436	50	235	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Clonostachys	0.976	0.9445	50	Clonostachys	0.976	0.9445	50	532	21	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Mucor	0.99	0.8964	50	Mucor	0.99	0.8964	50	715	42	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Laccaria	0.974	0.6935	50	All	0.988	0.8358	50	174	27	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Coprinellus	0.988	0.8001	50	All	0.988	0.8358	50	414	38	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ascochyta	0.955	0.7329	50	All	0.988	0.8358	50	104	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pertusaria	0.973	0.8088	50	All	0.988	0.8358	50	78	34	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Calocybe	0.951	0.9689	50	Calocybe	0.951	0.9689	50	68	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Xeromphalina	0.992	0.8218	50	All	0.988	0.8358	50	96	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Xylaria	0.967	0.8098	50	All	0.988	0.8358	50	402	80	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Microascus	0.979	0.9532	50	Microascus	0.979	0.9532	50	190	26	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tremella	0.964	0.8672	50	Tremella	0.964	0.8672	50	271	69	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Marasmiellus	0.959	0.7978	50	All	0.988	0.8358	50	71	25	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Usnea	0.989	0.6738	50	All	0.988	0.8358	50	402	79	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Wickerhamomyces	0.983	0.9661	50	Wickerhamomyces	0.983	0.9661	50	411	26	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Oidiodendron	0.986	0.8759	50	Oidiodendron	0.986	0.8759	50	98	18	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Exophiala	0.969	0.9545	50	Exophiala	0.969	0.9545	50	588	39	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Fomitopsis	0.987	0.9357	50	Fomitopsis	0.987	0.9357	50	277	23	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Chrysosporium	0.966	0.7767	50	All	0.988	0.8358	50	119	26	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cutaneotrichosporon	0.991	0.9286	50	Cutaneotrichosporon	0.991	0.9286	50	71	10	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Epicoccum	0.992	0.9438	50	Epicoccum	0.992	0.9438	50	428	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Caloplaca	0.969	0.6832	50	All	0.988	0.8358	50	331	83	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cantharellus	0.99	0.8605	50	Cantharellus	0.99	0.8605	50	125	36	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ustilago	0.995	0.9411	50	Ustilago	0.995	0.9411	50	205	38	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Candolleomyces	0.977	0.8843	50	Candolleomyces	0.977	0.8843	50	184	13	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cunninghamella	0.952	0.9369	50	Cunninghamella	0.952	0.9369	50	153	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Agrocybe	0.979	0.8911	50	Agrocybe	0.979	0.8911	50	140	20	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rhizocarpon	0.951	0.7492	50	All	0.988	0.8358	50	246	42	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sporothrix	0.984	0.9785	50	Sporothrix	0.984	0.9785	50	277	32	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pluteus	0.987	0.8207	50	All	0.988	0.8358	50	657	144	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Annulohypoxylon	0.95	0.8532	50	Annulohypoxylon	0.95	0.8532	50	157	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Podosphaera	0.987	0.9032	50	Podosphaera	0.987	0.9032	50	214	26	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gymnopilus	0.987	0.7945	50	All	0.988	0.8358	50	204	42	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cordyceps	0.989	0.8562	50	Cordyceps	0.989	0.8562	50	224	36	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Eutypella	0.986	0.9402	50	Eutypella	0.986	0.9402	50	84	14	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hydnum	0.991	0.8456	50	Hydnum	0.991	0.8456	50	207	41	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Botryobasidium	0.937	0.9154	50	Botryobasidium	0.937	0.9154	50	46	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Peltula	0.961	0.9675	50	Peltula	0.961	0.9675	50	41	34	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hymenopellis	0.969	0.7344	50	All	0.988	0.8358	50	87	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Geosmithia	0.989	0.8463	50	Geosmithia	0.989	0.8463	50	135	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lentinus	0.979	0.8112	50	All	0.988	0.8358	50	195	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Leveillula	0.985	0.7647	50	All	0.988	0.8358	50	100	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Parastagonospora	0.981	0.8455	50	Parastagonospora	0.981	0.8455	50	69	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Suillus	0.986	0.9383	50	Suillus	0.986	0.9383	50	222	17	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Yarrowia	0.7	0.9379	50	All	0.988	0.8358	50	147	12	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Stemphylium	0.994	0.9619	50	Stemphylium	0.994	0.9619	50	151	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sistotrema	0.883	0.9117	50	Sistotrema	0.883	0.9117	50	158	22	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Bovista	0.986	0.6985	50	All	0.988	0.8358	50	110	21	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Microdochium	0.969	0.9473	50	Microdochium	0.969	0.9473	50	83	11	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rhizoplaca	0.965	0.8553	50	Rhizoplaca	0.965	0.8553	50	261	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Diplodia	0.99	0.9456	50	Diplodia	0.99	0.9456	50	316	19	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tulosesus	0.988	0.8891	50	Tulosesus	0.988	0.8891	50	49	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hypholoma	0.979	0.9304	50	Hypholoma	0.979	0.9304	50	157	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Punctelia	0.959	0.8378	50	Punctelia	0.959	0.8378	50	77	15	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Mortierella	0.985	0.895	50	Mortierella	0.985	0.895	50	453	34	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Artomyces	0.984	0.937	50	Artomyces	0.984	0.937	50	59	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Resupinatus	0.979	0.8759	50	Resupinatus	0.979	0.8759	50	55	16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
