Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
genus	Hypoxylaceae	0.7	0.4691	50	All	0.965	0.4825	50	2075	16	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Discinellaceae	0.958	0.8069	50	Discinellaceae	0.958	0.8069	50	1115	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Mycenaceae	0.947	0.6667	50	Mycenaceae	0.947	0.6667	50	1785	13	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Hypocreaceae	0.971	0.7551	50	Hypocreaceae	0.971	0.7551	50	1801	22	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Hydnaceae	0.946	0.5934	50	Hydnaceae	0.946	0.5934	50	2784	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Agaricales_fam_Incertae_sedis	0.964	0.5598	50	Agaricales_fam_Incertae_sedis	0.964	0.5598	50	3276	80	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Entolomataceae	0.934	0.7753	50	Entolomataceae	0.934	0.7753	50	2332	15	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Psathyrellaceae	0.971	0.6151	50	Psathyrellaceae	0.971	0.6151	50	3343	16	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Ophiocordycipitaceae	0.966	0.5326	50	Ophiocordycipitaceae	0.966	0.5326	50	1906	15	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Debaryomycetaceae	0.988	0.686	50	Debaryomycetaceae	0.988	0.686	50	1730	13	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Massarinaceae	0.972	0.5702	50	Massarinaceae	0.972	0.5702	50	337	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Botryosphaeriaceae	0.991	0.6724	50	Botryosphaeriaceae	0.991	0.6724	50	3729	28	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Phanerochaetaceae	0.972	0.7112	50	Phanerochaetaceae	0.972	0.7112	50	1314	20	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Hygrophoraceae	0.911	0.7016	50	Hygrophoraceae	0.911	0.7016	50	4003	28	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Verrucariaceae	0.95	0.4733	50	All	0.965	0.4825	50	1228	32	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Xylariaceae	0.956	0.5223	50	Xylariaceae	0.956	0.5223	50	2469	57	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Peltigeraceae	0.954	0.7257	50	Peltigeraceae	0.954	0.7257	50	2153	16	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Gomphaceae	0.903	0.6122	50	Gomphaceae	0.903	0.6122	50	1508	10	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Omphalotaceae	0.948	0.5687	50	Omphalotaceae	0.948	0.5687	50	2481	16	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Cladoniaceae	0.963	0.8335	50	Cladoniaceae	0.963	0.8335	50	1673	15	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Chaetomiaceae	0.991	0.4647	50	All	0.965	0.4825	50	2540	46	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Phacidiaceae	0.991	0.5478	50	Phacidiaceae	0.991	0.5478	50	130	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Lecideaceae	0.955	0.735	50	Lecideaceae	0.955	0.735	50	531	16	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Phallaceae	0.865	0.8379	50	Phallaceae	0.865	0.8379	50	696	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Saccharomycetales_fam_Incertae_sedis	0.803	0.6907	50	Saccharomycetales_fam_Incertae_sedis	0.803	0.6907	50	1609	17	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Parmeliaceae	0.989	0.421	50	All	0.965	0.4825	50	4824	96	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Phaeosphaeriaceae	0.984	0.4758	50	All	0.965	0.4825	50	2101	79	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Hydnodontaceae	0.93	0.8494	50	Hydnodontaceae	0.93	0.8494	50	1594	13	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Chaetosphaeriaceae	0.97	0.607	50	Chaetosphaeriaceae	0.97	0.607	50	1402	59	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Orbiliaceae	0.702	0.5029	50	All	0.965	0.4825	50	1479	21	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Polyporaceae	0.991	0.4454	50	All	0.965	0.4825	50	4163	92	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Stachybotryaceae	0.986	0.5104	50	Stachybotryaceae	0.986	0.5104	50	891	33	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Tricholomataceae	0.924	0.7472	50	Tricholomataceae	0.924	0.7472	50	1665	13	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Agaricaceae	0.973	0.3919	50	All	0.965	0.4825	50	5149	43	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Onygenaceae	0.979	0.4642	50	All	0.965	0.4825	50	902	32	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Pezizomycotina_fam_Incertae_sedis	0.92	0.8449	50	Pezizomycotina_fam_Incertae_sedis	0.92	0.8449	50	483	110	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Sclerotiniaceae	0.993	0.4166	50	All	0.965	0.4825	50	1119	36	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Hymenochaetales_fam_Incertae_sedis	0.887	0.8668	50	Hymenochaetales_fam_Incertae_sedis	0.887	0.8668	50	383	14	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Caliciaceae	0.927	0.5793	50	Caliciaceae	0.927	0.5793	50	510	25	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Physalacriaceae	0.969	0.8118	50	Physalacriaceae	0.969	0.8118	50	2192	27	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Cucurbitariaceae	0.947	0.7018	50	Cucurbitariaceae	0.947	0.7018	50	448	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Atheliaceae	0.968	0.5995	50	Atheliaceae	0.968	0.5995	50	3139	10	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Clavariaceae	0.933	0.6409	50	Clavariaceae	0.933	0.6409	50	3135	10	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Marasmiaceae	0.963	0.7048	50	Marasmiaceae	0.963	0.7048	50	1446	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Hypocreales_fam_Incertae_sedis	0.943	0.6961	50	Hypocreales_fam_Incertae_sedis	0.943	0.6961	50	149	18	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Auriculariaceae	0.981	0.7197	50	Auriculariaceae	0.981	0.7197	50	895	13	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Helotiales_fam_Incertae_sedis	0.97	0.5466	50	Helotiales_fam_Incertae_sedis	0.97	0.5466	50	3000	60	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Melanommataceae	0.992	0.565	50	Melanommataceae	0.992	0.565	50	689	26	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Strophariaceae	0.966	0.5292	50	Strophariaceae	0.966	0.5292	50	1432	13	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Lachnaceae	0.972	0.6606	50	Lachnaceae	0.972	0.6606	50	735	19	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Cryphonectriaceae	0.989	0.5714	50	Cryphonectriaceae	0.989	0.5714	50	269	27	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Helotiaceae	0.954	0.5763	50	Helotiaceae	0.954	0.5763	50	1423	28	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Glomeraceae	0.929	0.6253	50	Glomeraceae	0.929	0.6253	50	3020	18	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Dermateaceae	0.967	0.7754	50	Dermateaceae	0.967	0.7754	50	903	21	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Herpotrichiellaceae	0.948	0.5135	50	Herpotrichiellaceae	0.948	0.5135	50	3829	21	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Hyaloscyphaceae	0.984	0.6093	50	Hyaloscyphaceae	0.984	0.6093	50	2563	31	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Teloschistaceae	0.976	0.5042	50	Teloschistaceae	0.976	0.5042	50	2683	92	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Mollisiaceae	0.904	0.7238	50	Mollisiaceae	0.904	0.7238	50	1506	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Amylocorticiaceae	0.902	0.8952	50	Amylocorticiaceae	0.902	0.8952	50	490	14	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Fomitopsidaceae	0.977	0.5881	50	Fomitopsidaceae	0.977	0.5881	50	915	27	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Stictidaceae	0.929	0.5626	50	Stictidaceae	0.929	0.5626	50	218	19	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Sarcoscyphaceae	0.908	0.8454	50	Sarcoscyphaceae	0.908	0.8454	50	209	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Magnaporthaceae	0.987	0.7835	50	Magnaporthaceae	0.987	0.7835	50	590	20	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Bolbitiaceae	0.942	0.7672	50	Bolbitiaceae	0.942	0.7672	50	991	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Didymosphaeriaceae	0.989	0.3434	50	All	0.965	0.4825	50	1292	33	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Plectosphaerellaceae	0.973	0.7831	50	Plectosphaerellaceae	0.973	0.7831	50	1312	24	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Lecanoraceae	0.872	0.4714	50	All	0.965	0.4825	50	1504	21	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Saccharomycetaceae	0.964	0.8296	50	Saccharomycetaceae	0.964	0.8296	50	2667	21	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Xylariales_fam_Incertae_sedis	0.968	0.6515	50	Xylariales_fam_Incertae_sedis	0.968	0.6515	50	587	29	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Ophiostomataceae	0.943	0.6436	50	Ophiostomataceae	0.943	0.6436	50	1418	16	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Rickenellaceae	0.924	0.8439	50	Rickenellaceae	0.924	0.8439	50	587	10	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Diatrypaceae	0.963	0.6511	50	Diatrypaceae	0.963	0.6511	50	1014	18	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Dothideaceae	0.976	0.6693	50	Dothideaceae	0.976	0.6693	50	289	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Schizoporaceae	0.943	0.5868	50	Schizoporaceae	0.943	0.5868	50	1066	14	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Polyporales_fam_Incertae_sedis	0.96	0.7796	50	Polyporales_fam_Incertae_sedis	0.96	0.7796	50	699	34	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Albatrellaceae	0.952	0.6524	50	Albatrellaceae	0.952	0.6524	50	214	10	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Lentitheciaceae	0.987	0.7064	50	Lentitheciaceae	0.987	0.7064	50	373	14	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Dictyosporiaceae	0.954	0.6895	50	Dictyosporiaceae	0.954	0.6895	50	210	14	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Cordieritidaceae	0.903	0.7584	50	Cordieritidaceae	0.903	0.7584	50	56	14	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Stereaceae	0.978	0.7394	50	Stereaceae	0.978	0.7394	50	655	16	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Microbotryomycetes_fam_Incertae_sedis	0.952	0.7272	50	Microbotryomycetes_fam_Incertae_sedis	0.952	0.7272	50	271	14	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Lophiostomataceae	0.921	0.6531	50	Lophiostomataceae	0.921	0.6531	50	434	23	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Ascomycota_fam_Incertae_sedis	0.926	0.8832	50	Ascomycota_fam_Incertae_sedis	0.926	0.8832	50	338	51	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Gnomoniaceae	0.99	0.4013	50	All	0.965	0.4825	50	695	27	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Lichinaceae	0.742	0.9363	50	Lichinaceae	0.742	0.9363	50	94	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Teratosphaeriaceae	0.971	0.5813	50	Teratosphaeriaceae	0.971	0.5813	50	1598	63	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Physciaceae	0.973	0.5635	50	Physciaceae	0.973	0.5635	50	957	18	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Meruliaceae	0.895	0.51	50	Meruliaceae	0.895	0.51	50	959	20	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Cenangiaceae	0.945	0.7461	50	Cenangiaceae	0.945	0.7461	50	116	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Pannariaceae	0.904	0.6708	50	Pannariaceae	0.904	0.6708	50	469	26	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Corticiaceae	0.964	0.8266	50	Corticiaceae	0.964	0.8266	50	477	13	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Pleurotheciaceae	0.907	0.945	50	Pleurotheciaceae	0.907	0.945	50	278	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Celotheliaceae	0.987	0.585	50	Celotheliaceae	0.987	0.585	50	224	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Teichosporaceae	0.891	0.6829	50	Teichosporaceae	0.891	0.6829	50	76	10	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Sympoventuriaceae	0.925	0.6067	50	Sympoventuriaceae	0.925	0.6067	50	808	21	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Pucciniales_fam_Incertae_sedis	0.916	0.9092	50	Pucciniales_fam_Incertae_sedis	0.916	0.9092	50	125	10	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Tubeufiaceae	0.951	0.4852	50	Tubeufiaceae	0.951	0.4852	50	612	39	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Diploschistaceae	0.925	0.9169	50	Diploschistaceae	0.925	0.9169	50	145	14	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Capnodiaceae	0.958	0.5522	50	Capnodiaceae	0.958	0.5522	50	171	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Tympanidaceae	0.944	0.6315	50	Tympanidaceae	0.944	0.6315	50	290	14	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Roccellaceae	0.863	0.9782	50	Roccellaceae	0.863	0.9782	50	359	20	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Pleosporales_fam_Incertae_sedis	0.926	0.912	50	Pleosporales_fam_Incertae_sedis	0.926	0.912	50	118	25	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Pilocarpaceae	0.7	0.5224	50	All	0.965	0.4825	50	154	13	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Arthoniaceae	0.784	0.7337	50	Arthoniaceae	0.784	0.7337	50	48	10	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Auriculariales_fam_Incertae_sedis	0.942	0.8717	50	Auriculariales_fam_Incertae_sedis	0.942	0.8717	50	347	19	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Sydowiellaceae	0.964	0.8082	50	Sydowiellaceae	0.964	0.8082	50	36	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Chytriomycetaceae	0.949	0.8439	50	Chytriomycetaceae	0.949	0.8439	50	165	12	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Halosphaeriaceae	0.879	0.8386	50	Halosphaeriaceae	0.879	0.8386	50	158	22	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Microthyriaceae	0.7	0.9844	50	All	0.965	0.4825	50	68	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Neocallimastigaceae	0.982	0.3928	50	All	0.965	0.4825	50	297	18	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Chaetothyriales_fam_Incertae_sedis	0.931	0.6493	50	Chaetothyriales_fam_Incertae_sedis	0.931	0.6493	50	76	10	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Anthracoideaceae	0.954	0.7209	50	Anthracoideaceae	0.954	0.7209	50	66	16	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	Chaetothyriaceae	0.964	0.6485	50	Chaetothyriaceae	0.964	0.6485	50	42	11	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
genus	All	0.965	0.4825	50	All	0.965	0.4825	50	20000	2718	unite2024ITS2.unique.genus.fasta	unite2024ITS2.unique.genus.classification
family	Agaricales	0.968	0.3941	50	All	0.951	0.4585	50	20000	46	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Russulales	0.933	0.7457	50	Russulales	0.933	0.7457	50	3986	12	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Diaporthales	0.988	0.6729	50	Diaporthales	0.988	0.6729	50	3974	32	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Hypocreales	0.98	0.6011	50	Hypocreales	0.98	0.6011	50	8345	20	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Polyporales	0.972	0.4845	50	Polyporales	0.972	0.4845	50	8710	20	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Pezizales	0.845	0.6468	50	Pezizales	0.845	0.6468	50	7701	19	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Pleosporales	0.983	0.4708	50	Pleosporales	0.983	0.4708	50	13060	87	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Lecanorales	0.966	0.5406	50	Lecanorales	0.966	0.5406	50	4879	18	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Amphisphaeriales	0.979	0.5507	50	Amphisphaeriales	0.979	0.5507	50	3122	16	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Helotiales	0.985	0.4141	50	All	0.951	0.4585	50	13254	41	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Boletales	0.963	0.6556	50	Boletales	0.963	0.6556	50	6794	17	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Saccharomycetales	0.947	0.4575	50	All	0.951	0.4585	50	6397	14	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Mucorales	0.702	0.7683	50	All	0.951	0.4585	50	3637	13	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Sordariales	0.982	0.5408	50	Sordariales	0.982	0.5408	50	4253	12	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Dothideomycetes_ord_Incertae_sedis	0.642	0.9366	50	Dothideomycetes_ord_Incertae_sedis	0.642	0.9366	50	295	12	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Xylariales	0.946	0.6659	50	Xylariales	0.946	0.6659	50	4280	22	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Tremellales	0.945	0.5864	50	Tremellales	0.945	0.5864	50	3867	11	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Pucciniales	0.926	0.7036	50	Pucciniales	0.926	0.7036	50	2040	21	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Rhizophydiales	0.847	0.7568	50	Rhizophydiales	0.847	0.7568	50	902	18	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	Capnodiales	0.894	0.8911	50	Capnodiales	0.894	0.8911	50	234	10	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
family	All	0.951	0.4585	50	All	0.951	0.4585	50	20000	718	unite2024ITS2.unique.family.fasta	unite2024ITS2.unique.family.classification
order	Agaricomycetes	0.932	0.4822	50	All	0.929	0.5006	50	16500	24	unite2024ITS2.unique.order.fasta	unite2024ITS2.unique.order.classification
order	Sordariomycetes	0.963	0.4803	50	All	0.929	0.5006	50	15094	47	unite2024ITS2.unique.order.fasta	unite2024ITS2.unique.order.classification
order	Eurotiomycetes	0.906	0.7103	50	Eurotiomycetes	0.906	0.7103	50	5337	11	unite2024ITS2.unique.order.fasta	unite2024ITS2.unique.order.classification
order	Dothideomycetes	0.965	0.5134	50	Dothideomycetes	0.965	0.5134	50	11376	41	unite2024ITS2.unique.order.fasta	unite2024ITS2.unique.order.classification
order	Lecanoromycetes	0.957	0.472	50	All	0.929	0.5006	50	8455	23	unite2024ITS2.unique.order.fasta	unite2024ITS2.unique.order.classification
order	Leotiomycetes	0.944	0.4971	50	All	0.929	0.5006	50	4553	11	unite2024ITS2.unique.order.fasta	unite2024ITS2.unique.order.classification
order	Rozellomycotina_cls_Incertae_sedis	0.5	0.929	50	Rozellomycotina_cls_Incertae_sedis	0.5	0.929	50	1391	14	unite2024ITS2.unique.order.fasta	unite2024ITS2.unique.order.classification
order	All	0.929	0.5006	50	All	0.929	0.5006	50	20000	267	unite2024ITS2.unique.order.fasta	unite2024ITS2.unique.order.classification
class	Basidiomycota	0.937	0.6027	50	Basidiomycota	0.937	0.6027	50	10296	22	unite2024ITS2.unique.class.fasta	unite2024ITS2.unique.class.classification
class	Ascomycota	0.922	0.4881	50	All	0.886	0.5519	50	11775	24	unite2024ITS2.unique.class.fasta	unite2024ITS2.unique.class.classification
class	Chytridiomycota	0.524	0.748	50	All	0.886	0.5519	50	3617	11	unite2024ITS2.unique.class.fasta	unite2024ITS2.unique.class.classification
class	All	0.886	0.5519	50	All	0.886	0.5519	50	20000	83	unite2024ITS2.unique.class.fasta	unite2024ITS2.unique.class.classification
species	Cytospora	0.993	0.8044	50	All	0.987	0.8262	50	242	65	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Fusarium	0.7	0.9131	50	All	0.987	0.8262	50	1466	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tyromyces	0.97	0.867	50	Tyromyces	0.97	0.867	50	52	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Inocybe	0.982	0.7886	50	All	0.987	0.8262	50	1639	470	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Aspergillus	0.988	0.8982	50	Aspergillus	0.988	0.8982	50	1168	102	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Colletotrichum	0.98	0.8559	50	Colletotrichum	0.98	0.8559	50	1052	47	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tuber	0.968	0.8252	50	All	0.987	0.8262	50	976	117	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Thelephora	0.983	0.8044	50	All	0.987	0.8262	50	246	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Acremonium	0.988	0.864	50	Acremonium	0.988	0.864	50	246	46	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Vararia	0.937	0.9662	50	Vararia	0.937	0.9662	50	83	39	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pyrenophora	0.983	0.906	50	Pyrenophora	0.983	0.906	50	118	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coniochaeta	0.992	0.841	50	Coniochaeta	0.992	0.841	50	81	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Erysiphe	0.994	0.8841	50	Erysiphe	0.994	0.8841	50	415	125	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Diaporthe	0.982	0.8123	50	All	0.987	0.8262	50	386	105	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Russula	0.985	0.7674	50	All	0.987	0.8262	50	1812	394	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Talaromyces	0.985	0.9163	50	Talaromyces	0.985	0.9163	50	312	60	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hebeloma	0.987	0.7432	50	All	0.987	0.8262	50	542	96	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tomentella	0.963	0.6701	50	All	0.987	0.8262	50	333	82	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Plenodomus	0.99	0.8513	50	Plenodomus	0.99	0.8513	50	78	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Penicillium	0.987	0.8656	50	Penicillium	0.987	0.8656	50	543	88	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
